TRACT,ZIP,RES_RATIO,IMPACTED
36047047600,11204,0.819314641744548,FALSE
36047047700,11211,0.653416149068322,FALSE
36047047800,11218,0.599320882852292,FALSE
36047048000,11230,0.913761467889908,FALSE
36047048100,11211,1,FALSE
36047048200,11230,0.757237176231589,FALSE
36047048400,11218,1,FALSE
36047048500,11206,1,FALSE
36047048600,11218,1,FALSE
36047048800,11218,1,FALSE
36047048900,11206,1,FALSE
36047049000,11218,1,FALSE
36047049100,11206,1,FALSE
36047049200,11218,1,FALSE
36047049300,11206,1,FALSE
36047049400,11218,1,FALSE
36047049500,11211,0.771019677996422,FALSE
36047049600,11218,1,FALSE
36047049700,11211,0.985250737463126,FALSE
36047049800,11218,1,FALSE
36047049900,11222,0.998853211009174,FALSE
36047050000,11218,1,FALSE
36047050100,11211,1,FALSE
36047050202,11218,1,FALSE
36047050300,11211,0.787003610108303,FALSE
36047050400,11218,1,FALSE
36047050500,11206,1,FALSE
36047050600,11218,0.5693359375,TRUE
36047050700,11206,1,FALSE
36047050801,11226,1,FALSE
36047050803,11226,0.713037634408602,FALSE
36047050804,11226,1,FALSE
36047050900,11206,1,FALSE
36047051001,11226,1,FALSE
36047051002,11226,1,FALSE
36047051100,11206,0.933731667571971,FALSE
36047051200,11226,1,FALSE
36047051300,11211,0.760987861029719,FALSE
36047051400,11226,1,FALSE
36047051500,11211,0.878555798687089,FALSE
36047051601,11226,0.870935467733866,TRUE
36047051602,11226,1,FALSE
36047051700,11249,0.664410058027079,FALSE
36047051800,11226,0.953040337146297,TRUE
36047051900,11211,1,FALSE
36047052000,11226,0.491982507288629,TRUE
36047052300,11211,1,FALSE
36047052500,11211,1,FALSE
36047052600,11218,0.58126582278481,FALSE
36047052700,11211,1,FALSE
36047052800,11230,1,FALSE
36047052900,11211,0.991501416430594,FALSE
36047053000,11230,1,FALSE
36047053100,11206,0.969613259668508,FALSE
36047053200,11230,1,FALSE
36047053300,11211,0.951560818083961,FALSE
36047053400,11230,1,FALSE
36047053500,11211,1,FALSE
36047053700,11249,0.905405405405405,FALSE
36047053800,11230,1,FALSE
36047053900,11249,1,FALSE
36047054200,11230,0.98196625945317,FALSE
36047054300,11205,0.997191011235955,FALSE
36047054400,11230,0.9748322147651,FALSE
36047054500,11249,1,FALSE
36047054600,11230,0.566600397614314,FALSE
36047054700,11249,0.792964244521337,FALSE
36047054800,11229,0.921228304405874,FALSE
36047054900,11249,0.80484693877551,FALSE
36047055000,11229,1,FALSE
36047055100,11249,0.564162389174055,FALSE
36047055200,11229,1,FALSE
36047055300,11249,0.534633490248823,FALSE
36047055400,11229,0.977501480165778,FALSE
36047055500,11249,1,FALSE
36047055600,11229,0.857582755966127,FALSE
36047055700,11249,1,FALSE
36047055800,11229,1,FALSE
36047056000,11229,1,FALSE
36047056100,11222,1,FALSE
36047056200,11229,1,FALSE
36047056300,11222,1,FALSE
36047056400,11229,1,FALSE
36047056500,11222,1,FALSE
36047056600,11229,1,FALSE
36047056800,11229,1,FALSE
36047056900,11222,1,FALSE
36047057000,11229,1,FALSE
36047057100,11222,1,FALSE
36047057200,11229,0.847480708125283,FALSE
36047057300,11222,1,FALSE
36047057400,11229,1,FALSE
36047057500,11222,1,FALSE
36047057600,11229,1,FALSE
36047057800,11229,1,FALSE
36047057900,11222,1,FALSE
36047058000,11229,1,FALSE
36047058200,11229,0.822419533851276,FALSE
36047058400,11229,0.816165951359084,FALSE
36047058600,11229,0.966514459665144,FALSE
36047058800,11235,1,FALSE
36047058900,11222,1,FALSE
36047059000,11235,1,FALSE
36047059100,11222,1,FALSE
36047059200,11229,0.512437810945273,FALSE
36047059300,11222,1,FALSE
36047059401,11235,0.544550517104216,FALSE
36047059402,11235,0.525309336332958,FALSE
36047059600,11235,1,FALSE
36047059800,11235,1,FALSE
36047060000,11235,1,FALSE
36047060600,11235,1,FALSE
36047060800,11235,1,FALSE
36047061002,11235,1,FALSE
36047061003,11235,1,FALSE
36047061004,11235,1,FALSE
36047061200,11235,1,FALSE
36047061600,11235,1,FALSE
36047062000,11235,1,FALSE
36047062200,11235,1,FALSE
36047062600,11235,0.763772175536881,FALSE
36047062800,11229,0.981666666666666,FALSE
36047063200,11229,1,FALSE
36047063600,11234,1,FALSE
36047063800,11229,0.971119133574007,FALSE
36047064000,11234,0.594420600858369,FALSE
36047064200,11229,0.935222672064777,FALSE
36047064400,11234,0.81135225375626,FALSE
36047064600,11234,1,FALSE
36047064800,11234,1,FALSE
36047065000,11234,1,FALSE
36047065200,11234,1,FALSE
36047065400,11234,1,FALSE
36047065600,11234,1,FALSE
36047065800,11234,1,FALSE
36047066000,11234,1,FALSE
36047066200,11234,1,FALSE
36047066600,11235,1,FALSE
36047067000,11234,1,FALSE
36047067200,11234,1,FALSE
36047067400,11234,1,FALSE
36047067600,11234,1,FALSE
36047067800,11234,1,FALSE
36047068000,11234,1,FALSE
36047068200,11234,1,FALSE
36047068600,11234,1,FALSE
36047068800,11234,1,FALSE
36047069000,11234,1,FALSE
36047069200,11234,1,FALSE
36047069601,11234,1,FALSE
36047069602,11234,1,FALSE
36047069800,11234,1,FALSE
36047070000,11234,1,FALSE
36047070201,11234,1,FALSE
36047070202,11234,1,FALSE
36047070600,11234,1,FALSE
36047072000,11234,1,FALSE
36047072200,11234,1,FALSE
36047072400,11234,1,FALSE
36047072600,11234,0.691202872531418,FALSE
36047072800,11234,1,FALSE
36047073000,11234,1,FALSE
36047073200,11234,0.50563909774436,FALSE
36047073400,11210,1,FALSE
36047073600,11234,0.652631578947368,FALSE
36047073800,11210,0.528835690968443,FALSE
36047074000,11210,1,FALSE
36047074200,11210,1,FALSE
36047074400,11210,0.913274336283185,FALSE
36047074600,11234,0.685053380782918,FALSE
36047074800,11210,1,FALSE
36047075000,11210,1,FALSE
36047075200,11210,1,FALSE
36047075400,11210,1,FALSE
36047075600,11210,0.75353218210361,FALSE
36047075800,11210,0.59577677224736,FALSE
36047076000,11230,0.762773722627737,FALSE
36047076200,11230,0.903690888119953,FALSE
36047076400,11230,1,FALSE
36047076600,11230,0.814504881450488,FALSE
36047076800,11230,1,FALSE
36047077000,11210,1,FALSE
36047077200,11210,0.865454545454545,FALSE
36047077400,11210,1,FALSE
36047077600,11210,1,FALSE
36047078000,11210,1,FALSE
36047078200,11210,1,FALSE
36047078400,11210,1,FALSE
36047078600,11210,1,FALSE
36047078800,11210,1,FALSE
36047079000,11226,0.988436123348017,TRUE
36047079200,11226,1,FALSE
36047079400,11226,1,FALSE
36047079601,11225,0.681715575620767,FALSE
36047079602,11226,1,FALSE
36047079801,11225,1,FALSE
36047079802,11225,0.921383647798742,FALSE
36047080000,11225,1,FALSE
36047080200,11225,0.940024479804161,FALSE
36047080400,11225,0.940520446096654,TRUE
36047080600,11225,0.594381035996488,TRUE
36047080800,11203,1,FALSE
36047081000,11203,0.902522935779816,TRUE
36047081400,11203,1,FALSE
36047081600,11203,1,FALSE
36047081800,11226,0.848501978518937,TRUE
36047082000,11226,1,FALSE
36047082200,11226,1,FALSE
36047082400,11226,0.897435897435897,TRUE
36047082600,11226,0.878805970149253,TRUE
36047082800,11226,0.935456831517183,TRUE
36047083000,11210,0.582466567607726,TRUE
36047083200,11203,1,FALSE
36047083400,11203,1,FALSE
36047083600,11203,0.995464852607709,FALSE
36047083800,11203,1,FALSE
36047084000,11203,1,FALSE
36047084600,11203,1,FALSE
36047084800,11203,1,FALSE
36047085000,11203,1,FALSE
36047085200,11203,1,FALSE
36047085400,11203,1,FALSE
36047085600,11203,1,FALSE
36047085800,11203,1,FALSE
36047086000,11203,1,FALSE
36047086200,11203,1,FALSE
36047086400,11203,0.985480943738656,FALSE
36047086600,11203,0.828485456369107,FALSE
36047086800,11203,1,FALSE
36047087000,11203,1,FALSE
36047087200,11203,1,FALSE
36047087401,11203,1,FALSE
36047087600,11203,1,FALSE
36047087800,11203,1,FALSE
36047088000,11203,0.773645058448459,FALSE
36047088200,11212,1,FALSE
36047088400,11212,1,FALSE
36047088600,11212,1,FALSE
36047088800,11212,0.68312757201646,FALSE
36047089000,11212,1,FALSE
36047089200,11212,1,FALSE
36047089400,11212,1,FALSE
36047089600,11212,1,FALSE
36047089800,11212,1,FALSE
36047090000,11212,0.991280403854979,FALSE
36047090200,11212,0.989648033126293,FALSE
36047090600,11212,1,FALSE
36047090800,11212,1,FALSE
36047091000,11212,1,FALSE
36047091200,11212,1,FALSE
36047091600,11212,1,FALSE
36047091800,11212,1,FALSE
36047092000,11212,1,FALSE
36047092200,11212,0.917001338688085,FALSE
36047092400,11212,1,FALSE
36047092800,11236,0.993370165745856,FALSE
36047093000,11236,1,FALSE
36047093200,11203,1,FALSE
36047093400,11236,1,FALSE
36047093600,11203,0.791578947368421,FALSE
36047093800,11203,1,FALSE
36047094401,11234,0.704474505723204,FALSE
36047094402,11234,0.851882845188284,FALSE
36047094600,11203,1,FALSE
36047095000,11236,1,FALSE
36047095400,11236,1,FALSE
36047095600,11236,1,FALSE
36047095800,11236,1,FALSE
36047096000,11236,0,FALSE
36047096200,11236,1,FALSE
36047096400,11236,1,FALSE
36047096600,11236,1,FALSE
36047096800,11236,1,FALSE
36047097000,11236,1,FALSE
36047097400,11236,1,FALSE
36047098200,11236,0.8225,FALSE
36047098400,11236,1,FALSE
36047098600,11236,1,FALSE
36047098800,11236,1,FALSE
36047099000,11236,1,FALSE
36047099200,11236,1,FALSE
36047099400,11236,1,FALSE
36047099600,11236,1,FALSE
36047099800,11236,1,FALSE
36047100400,11236,1,FALSE
36047100600,11236,1,FALSE
36047100800,11236,1,FALSE
36047101000,11236,1,FALSE
36047101200,11236,1,FALSE
36047101400,11236,1,FALSE
36047101600,11236,1,FALSE
36047101800,11236,1,FALSE
36047102000,11236,1,FALSE
36047102200,11236,1,FALSE
36047102400,11236,1,FALSE
36047102600,11236,1,FALSE
36047102800,11236,1,FALSE
36047103400,11236,1,FALSE
36047105801,11239,1,FALSE
36047105804,11239,1,FALSE
36047107000,11239,1,FALSE
36047107800,11207,0.894900497512437,FALSE
36047109800,11207,0.743083003952569,FALSE
36047110400,11207,1,FALSE
36047110600,11207,1,FALSE
36047111000,11207,1,FALSE
36047111600,11208,0.903761061946902,FALSE
36047111800,11208,1,FALSE
36047112000,11208,0.857627118644067,FALSE
36047112200,11207,1,FALSE
36047112400,11207,1,FALSE
36047112600,11207,1,FALSE
36047112800,11207,1,FALSE
36047113000,11207,1,FALSE
36047113200,11207,1,FALSE
36047113400,11207,1,FALSE
36047114201,11207,1,FALSE
36047114202,11207,1,FALSE
36047114400,11207,1,FALSE
36047114600,11207,1,FALSE
36047115000,11207,0.942701227830832,FALSE
36047115200,11207,1,FALSE
36047115600,11207,1,FALSE
36047115800,11207,1,FALSE
36047116000,11207,1,FALSE
36047116200,11207,0.905537459283387,FALSE
36047116400,11208,1,FALSE
36047116600,11208,1,FALSE
36047116800,11208,1,FALSE
36047117000,11207,0.762886597938144,FALSE
36047117201,11207,0.819634703196347,FALSE
36047117202,11208,1,FALSE
36047117400,11208,1,FALSE
36047117601,11208,1,FALSE
36047117602,11208,1,FALSE
36047117800,11208,1,FALSE
36047118000,11207,1,FALSE
36047118201,11208,1,FALSE
36047118202,11208,1,FALSE
36047118400,11208,0.979301423027166,FALSE
36047118600,11208,0.989429175475687,FALSE
36047118800,11208,0.987485779294653,FALSE
36047119000,11208,1,FALSE
36047119200,11208,1,FALSE
36047119400,11208,1,FALSE
36047119600,11208,1,FALSE
36047119800,11207,1,FALSE
36047120000,11208,1,FALSE
36047120200,11208,0.936746987951807,FALSE
36047120800,11208,0.999305314345258,FALSE
36047121000,11208,1,FALSE
36047121400,11208,1,FALSE
36047122000,11208,1,FALSE
36047123700,11205,1,FALSE
36047150200,11218,0.87122969837587,FALSE
36047152200,11218,0.774070543374642,TRUE
36061000201,10002,1,FALSE
36061000202,10002,1,FALSE
36061000600,10002,1,FALSE
36061000700,10005,0.767025611175785,FALSE
36061000800,10002,0.960678877499579,FALSE
36061000900,10274,0.491935483870967,FALSE
36061001001,10002,1,FALSE
36061001002,10002,1,FALSE
36061001200,10002,1,FALSE
36061001300,10006,0.86242852337706,FALSE
36061001401,10002,1,FALSE
36061001402,10002,1,FALSE
36061001501,10038,0.843325484513675,FALSE
36061001502,10038,0.977923338185346,FALSE
36061001600,10002,1,FALSE
36061001800,10002,1,FALSE
36061002000,10009,0.8796992481203,FALSE
36061002100,10007,0.503387180823345,FALSE
36061002201,10002,1,FALSE
36061002202,10009,0.987397260273972,FALSE
36061002400,10009,1,FALSE
36061002500,10038,1,FALSE
36061002601,10009,1,FALSE
36061002602,10009,1,FALSE
36061002700,10038,1,FALSE
36061002800,10009,1,FALSE
36061002900,10013,0.826872536136662,FALSE
36061003001,10002,1,FALSE
36061003002,10009,0.912820512820512,FALSE
36061003100,10013,0.97463768115942,FALSE
36061003200,10009,1,FALSE
36061003300,10013,0.862274024738344,FALSE
36061003400,10009,1,FALSE
36061003601,10002,0.996936274509803,FALSE
36061003602,10003,1,FALSE
36061003700,10014,0.508006626173384,FALSE
36061003800,10003,1,FALSE
36061003900,10013,1,FALSE
36061004000,10003,1,FALSE
36061004100,10013,0.778569837380262,FALSE
36061004200,10003,0.694546671127467,FALSE
36061004300,10012,1,FALSE
36061004400,10009,1,FALSE
36061004500,10013,0.594351732991014,FALSE
36061004700,10013,0.623134328358208,FALSE
36061004800,10003,1,FALSE
36061004900,10012,0.983863080684596,FALSE
36061005000,10003,0.925943736475114,FALSE
36061005200,10003,0.792377131394182,FALSE
36061005400,10011,0.978211658177702,FALSE
36061005501,10012,1,FALSE
36061005502,10012,0.921807747489239,FALSE
36061005600,10010,0.770344287949921,FALSE
36061005700,10003,1,FALSE
36061005800,10010,0.850274145929987,FALSE
36061005900,10003,1,FALSE
36061006000,10010,1,FALSE
36061006100,10003,1,FALSE
36061006200,10010,0.635030198446937,FALSE
36061006300,10011,1,FALSE
36061006400,10010,0.863150867823765,FALSE
36061006500,10012,0.859858026104877,FALSE
36061006600,10010,0.506248264371008,FALSE
36061006700,10014,1,FALSE
36061006800,10010,0.612726194007712,FALSE
36061006900,10014,1,FALSE
36061007000,10016,1,FALSE
36061007100,10011,0.519519519519519,FALSE
36061007200,10016,1,FALSE
36061007300,10014,1,FALSE
36061007400,10016,1,FALSE
36061007500,10014,1,FALSE
36061007600,10001,1,FALSE
36061007700,10014,0.787722059815606,FALSE
36061007800,10016,0.784574111334674,FALSE
36061007900,10014,1,FALSE
36061008000,10016,1,FALSE
36061008100,10011,0.825228625344752,FALSE
36061008200,10016,0.995149555375909,FALSE
36061008300,10011,0.914565826330532,FALSE
36061008400,10018,0.968266253869969,FALSE
36061008601,10016,1,FALSE
36061008602,10017,1,FALSE
36061008603,10022,0.909713168187744,FALSE
36061008700,10011,0.989399293286219,FALSE
36061008800,10017,0.676596445029624,FALSE
36061008900,10011,1,FALSE
36061009000,10017,1,FALSE
36061009100,10011,0.662210906004667,FALSE
36061009200,10163,0.708008787697223,FALSE
36061009300,10011,0.775326139474955,FALSE
36061009400,10017,1,FALSE
36061009500,10001,1,FALSE
36061009600,10036,1,FALSE
36061009700,10001,1,FALSE
36061009800,10022,0.869141609272635,FALSE
36061009900,10011,0.486411536328341,FALSE
36061010000,10022,0.995263870094722,FALSE
36061010100,10001,1,FALSE
36061010200,10022,1,FALSE
36061010300,10001,1,FALSE
36061010400,10019,1,FALSE
36061010601,10022,1,FALSE
36061010602,10065,0.916581196581196,FALSE
36061010800,10022,0.688685208596713,FALSE
36061010900,10129,0.868257261410788,FALSE
36061011000,10065,0.842601787487586,FALSE
36061011100,10018,0.776345472123751,FALSE
36061011201,10019,1,FALSE
36061011202,10022,1,FALSE
36061011203,10022,1,FALSE
36061011300,10018,0.998037291462217,FALSE
36061011401,10065,0.779732582688247,FALSE
36061011402,10065,0.790005047955577,FALSE
36061011500,10185,0.507120915945266,FALSE
36061011600,10065,0.95233615553465,FALSE
36061011700,10036,0.999759152215799,FALSE
36061011800,10065,0.948539638386648,FALSE
36061011900,10036,1,FALSE
36061012000,10065,0.783481281358548,FALSE
36061012100,10036,1,FALSE
36061012200,10065,0.792349726775956,FALSE
36061012400,10021,1,FALSE
36061012500,10036,0.610828320222119,FALSE
36061012600,10021,1,FALSE
36061012700,10036,0.562459546925566,FALSE
36061012800,10021,0.872606382978723,FALSE
36061012900,10036,0.881883479648842,FALSE
36061013000,10021,0.904829545454545,FALSE
36061013100,10019,1,FALSE
36061013200,10075,0.467618002195389,FALSE
36061013300,10019,0.812970788168289,FALSE
36061013400,10021,0.505158483530142,FALSE
36061013500,10019,1,FALSE
36061013600,10028,0.733822091886608,FALSE
36061013700,10019,1,FALSE
36061013800,10028,0.629574223245109,FALSE
36061013900,10019,1,FALSE
36061014000,10028,0.570588235294117,FALSE
36061014200,10075,0.652494577006507,FALSE
36061014300,10023,0.5,TRUE
36061014300,10019,0.5,TRUE
36061014401,10028,1,FALSE
36061014402,10128,0.774462179042331,FALSE
36061014500,10023,0.918210316329438,FALSE
36061014601,10028,1,FALSE
36061014602,10128,0.727914007389989,FALSE
36061014700,10023,0.60759493670886,FALSE
36061014801,10028,1,FALSE
36061014802,10128,0.997738125157074,FALSE
36061014900,10023,1,FALSE
36061015001,10028,1,FALSE
36061015002,10128,0.852707581227436,FALSE
36061015100,10023,0.663897542402215,FALSE
36061015200,10128,1,FALSE
36061015300,10023,1,FALSE
36061015400,10128,1,FALSE
36061015500,10023,0.730763227719681,FALSE
36061015601,10128,1,FALSE
36061015602,10128,0.617021276595744,FALSE
36061015700,10023,1,FALSE
36061015801,10128,1,FALSE
36061015802,10029,0.662802419354838,FALSE
36061015900,10023,1,FALSE
36061016001,10128,1,FALSE
36061016002,10029,0.82897384305835,FALSE
36061016100,10023,0.789651022864019,FALSE
36061016200,10029,1,FALSE
36061016300,10023,0.648009367681498,FALSE
36061016400,10029,1,FALSE
36061016500,10024,1,FALSE
36061016600,10029,1,FALSE
36061016700,10024,1,FALSE
36061016800,10029,1,FALSE
36061016900,10024,1,FALSE
36061017000,10029,1,FALSE
36061017100,10024,1,FALSE
36061017200,10029,1,FALSE
36061017300,10024,1,FALSE
36061017401,10029,1,FALSE
36061017402,10029,1,FALSE
36061017500,10024,1,FALSE
36061017700,10025,0.689511176615082,TRUE
36061017800,10029,0.525995575221238,FALSE
36061017900,10025,0.622676928853012,TRUE
36061018000,10029,1,FALSE
36061018100,10025,1,FALSE
36061018200,10029,0.599382477807796,FALSE
36061018300,10025,1,FALSE
36061018400,10029,0.610013623978201,FALSE
36061018500,10025,1,FALSE
36061018600,10026,1,FALSE
36061018700,10025,1,FALSE
36061018800,10035,0.72329180822952,FALSE
36061018900,10025,1,FALSE
36061019000,10026,0.793875147232037,TRUE
36061019100,10025,1,FALSE
36061019200,10035,1,FALSE
36061019300,10025,0.958505322615685,FALSE
36061019400,10035,1,FALSE
36061019500,10025,1,FALSE
36061019600,10035,1,FALSE
36061019701,10025,1,FALSE
36061019702,10026,1,FALSE
36061019800,10035,1,FALSE
36061019900,10025,1,FALSE
36061020000,10027,0.810760667903525,TRUE
36061020101,10025,0.518518518518518,FALSE
36061020102,10026,1,FALSE
36061020300,10027,1,FALSE
36061020500,10025,0.615069615069615,TRUE
36061020600,10035,0.531772575250836,FALSE
36061020701,10027,1,FALSE
36061020800,10027,0.609510086455331,TRUE
36061020901,10027,0.678217821782178,TRUE
36061021000,10037,1,FALSE
36061021100,10027,1,FALSE
36061021200,10037,1,FALSE
36061021303,10027,1,FALSE
36061021400,10037,1,FALSE
36061021500,10027,0.812582781456953,TRUE
36061021600,10026,1,FALSE
36061021703,10027,0.5,FALSE
36061021703,10031,0.5,FALSE
36061021800,10026,1,FALSE
36061021900,10027,0.868845315904139,FALSE
36061022000,10026,0.518948182521268,FALSE
36061022102,10030,1,FALSE
36061022200,10027,1,FALSE
36061022301,10031,1,FALSE
36061022302,10031,1,FALSE
36061022400,10027,1,FALSE
36061022500,10031,1,FALSE
36061022600,10030,0.495368113115553,TRUE
36061022700,10031,0.515353805073431,TRUE
36061022800,10030,0.924803591470258,FALSE
36061022900,10031,1,FALSE
36061023000,10030,0.981155336386051,FALSE
36061023100,10031,1,TRUE
36061023200,10030,0.708940302770636,FALSE
36061023300,10031,1,FALSE
36061023400,10039,1,FALSE
36061023501,10031,0.606168025522864,TRUE
36061023502,10039,1,FALSE
36061023600,10039,1,FALSE
36061023700,10031,1,TRUE
36061023801,10044,1,FALSE
36061023802,10044,1,FALSE
36061023900,10032,1,FALSE
36061024000,10035,1,FALSE
36061024100,10032,1,FALSE
36061024200,10035,0.916974169741697,FALSE
36061024301,10032,1,FALSE
36061024302,10039,1,FALSE
36061024500,10032,1,FALSE
36061024700,10032,1,FALSE
36061024900,10032,1,FALSE
36061025100,10032,1,FALSE
36061025300,10032,1,FALSE
36061025500,10032,0.770229007633587,FALSE
36061025700,10027,0.619839142091152,FALSE
36061025900,10039,0.630368098159509,FALSE
36061026100,10033,0.946850916821684,FALSE
36061026300,10033,0.933818663136995,FALSE
36061026500,10033,1,FALSE
36061026700,10033,0.86624203821656,FALSE
36061026900,10033,0.887359550561797,FALSE
36061027100,10033,1,FALSE
36061027300,10033,0.854336657600483,FALSE
36061027500,10033,0.810719131614654,FALSE
36061027700,10040,1,FALSE
36061027900,10040,0.989278957326045,FALSE
36061028100,10040,1,FALSE
36061028300,10040,1,FALSE
36061028500,10040,1,FALSE
36061028700,10040,0.832441113490364,FALSE
36061029100,10034,0.989777777777777,FALSE
36061029300,10034,1,FALSE
36061029500,10034,1,FALSE
36061029700,10034,0,FALSE
36061029900,10034,1,FALSE
36061030300,10034,1,FALSE
36061030700,10034,1,FALSE
36061030900,10463,1,FALSE
36061031100,10033,0,FALSE
36061031703,10282,1,FALSE
36061031704,10280,0.869641912153819,FALSE
36061031900,10004,0,FALSE
36081000100,11109,0.73658906882591,FALSE
36081000200,11421,1,FALSE
36081000400,11421,1,FALSE
36081000600,11421,1,FALSE
36081000700,11101,1,FALSE
36081000800,11421,1,FALSE
36081001000,11421,1,FALSE
36081001200,11421,1,FALSE
36081001400,11421,1,FALSE
36081001600,11421,1,FALSE
36081001800,11421,1,FALSE
36081001900,11101,1,FALSE
36081002000,11421,1,FALSE
36081002200,11421,1,FALSE
36081002400,11418,0.900523560209424,FALSE
36081002500,11101,1,FALSE
36081002600,11418,1,FALSE
36081002800,11418,0.884969325153374,FALSE
36081003000,11421,1,FALSE
36081003100,11101,1,FALSE
36081003200,11416,1,FALSE
36081003300,11101,0.92352371732817,FALSE
36081003400,11416,1,FALSE
36081003600,11416,1,FALSE
36081003700,11101,1,FALSE
36081003800,11416,1,FALSE
36081003900,11106,0.976645435244161,FALSE
36081004001,11416,0.893491124260355,FALSE
36081004002,11417,1,FALSE
36081004200,11416,1,FALSE
36081004300,11106,0.983778625954198,FALSE
36081004401,11417,0.888243831640058,FALSE
36081004500,11106,1,FALSE
36081004700,11106,1,FALSE
36081005000,11417,1,FALSE
36081005100,11106,0.6,FALSE
36081005200,11416,0.907180385288966,FALSE
36081005300,11106,1,FALSE
36081005400,11417,0.953399122807017,FALSE
36081005500,11106,0.626229508196721,FALSE
36081005700,11106,0.954624781849912,FALSE
36081005800,11417,1,FALSE
36081005900,11106,0.884246188594014,FALSE
36081006100,11106,0.896226415094339,FALSE
36081006201,11414,1,FALSE
36081006202,11414,1,FALSE
36081006300,11103,0.485634197617379,FALSE
36081006501,11103,0.617432150313152,FALSE
36081006502,11103,1,FALSE
36081006900,11102,1,FALSE
36081007100,11102,1,FALSE
36081007300,11102,0.857262804366078,FALSE
36081007500,11106,1,FALSE
36081007700,11106,1,FALSE
36081007900,11102,0.850245499181669,FALSE
36081008100,11102,0.556277056277056,FALSE
36081008300,11102,1,FALSE
36081008500,11106,0.665841584158415,FALSE
36081008600,11417,1,FALSE
36081008700,11102,1,FALSE
36081008800,11417,1,FALSE
36081009100,11102,1,FALSE
36081009400,11417,1,FALSE
36081009500,11102,1,FALSE
36081009600,11419,0.521806853582554,FALSE
36081009700,11105,0.707258064516129,FALSE
36081009800,11419,0.839483394833948,FALSE
36081010000,11419,0.577812018489984,FALSE
36081010100,11105,1,FALSE
36081010200,11420,1,FALSE
36081010300,11105,1,FALSE
